Shipment ID,Order ID,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region
5767,CA-2017-126396,9/12/2017,Second Class,Corporate,United States,Houston,Texas,77070,Central
5768,CA-2015-154900,3/1/2015,Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East
5770,CA-2015-103835,9/28/2015,Standard Class,Corporate,United States,Los Angeles,California,90032,West
5772,CA-2015-158939,12/1/2015,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central
5773,CA-2016-117408,9/6/2016,Standard Class,Consumer,United States,Waco,Texas,76706,Central
5774,CA-2016-142398,4/16/2016,Standard Class,Consumer,United States,Los Angeles,California,90036,West
5776,CA-2016-105277,12/8/2016,Standard Class,Consumer,United States,Auburn,New York,13021,East
5777,CA-2016-112060,12/9/2016,Standard Class,Consumer,United States,San Francisco,California,94109,West
5778,CA-2014-105270,11/18/2014,Standard Class,Consumer,United States,Los Angeles,California,90008,West
5780,US-2015-159513,4/9/2015,Standard Class,Consumer,United States,Los Angeles,California,90049,West
5781,CA-2015-155586,12/16/2015,Second Class,Consumer,United States,Chico,California,95928,West
5784,CA-2017-141117,10/8/2017,Standard Class,Consumer,United States,Springfield,Oregon,97477,West
5788,CA-2017-115070,4/14/2017,Second Class,Corporate,United States,Jacksonville,Florida,32216,South
5790,CA-2017-140186,10/2/2017,First Class,Consumer,United States,Bakersfield,California,93309,West
5795,CA-2014-124856,10/3/2014,Second Class,Consumer,United States,New York City,New York,10011,East
5799,CA-2014-166716,8/25/2014,Second Class,Consumer,United States,Chicago,Illinois,60610,Central
5800,CA-2014-123225,7/14/2014,First Class,Consumer,United States,El Paso,Texas,79907,Central
5802,CA-2015-163440,3/24/2015,First Class,Consumer,United States,Thousand Oaks,California,91360,West
5803,US-2017-106796,5/19/2017,Standard Class,Home Office,United States,Springfield,Ohio,45503,East
5804,CA-2017-113873,11/19/2017,Standard Class,Corporate,United States,Dallas,Texas,75220,Central
5806,CA-2016-149783,9/7/2016,Second Class,Consumer,United States,Knoxville,Tennessee,37918,South
5809,CA-2016-125017,2/11/2016,Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South
5810,US-2015-163279,3/26/2015,Standard Class,Corporate,United States,San Diego,California,92037,West
5813,CA-2015-150196,7/3/2015,First Class,Home Office,United States,New York City,New York,10024,East
5814,US-2015-106495,6/17/2015,First Class,Consumer,United States,Tampa,Florida,33614,South
5815,CA-2014-124730,11/26/2014,Same Day,Consumer,United States,Utica,New York,13501,East
5820,CA-2017-117632,5/18/2017,Standard Class,Corporate,United States,San Francisco,California,94122,West
5824,CA-2014-115056,5/2/2014,Same Day,Consumer,United States,Columbus,Ohio,43229,East
5825,CA-2017-161067,9/6/2017,Second Class,Home Office,United States,New York City,New York,10035,East
5829,CA-2016-122063,12/7/2016,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central
5831,CA-2015-111206,7/22/2015,Standard Class,Consumer,United States,San Diego,California,92105,West
5832,CA-2016-142895,7/26/2016,Standard Class,Consumer,United States,Concord,North Carolina,28027,South
5834,CA-2015-101868,6/16/2015,Standard Class,Consumer,United States,Miami,Florida,33178,South
5837,CA-2017-133207,12/3/2017,Standard Class,Consumer,United States,Los Angeles,California,90036,West
5838,CA-2015-132948,4/3/2015,Standard Class,Consumer,United States,Seattle,Washington,98115,West
5839,CA-2015-134992,9/26/2015,Second Class,Home Office,United States,Arlington,Virginia,22204,South
5841,CA-2015-126725,11/21/2015,Standard Class,Consumer,United States,San Diego,California,92105,West
5848,CA-2015-121783,11/14/2015,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central
5853,US-2014-138835,9/14/2014,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South
5854,CA-2015-112214,8/11/2015,Standard Class,Corporate,United States,Dallas,Texas,75220,Central
5858,US-2017-153255,9/7/2017,Second Class,Consumer,United States,Concord,California,94521,West
5859,CA-2015-108119,11/8/2015,Standard Class,Consumer,United States,Conway,Arkansas,72032,South
5860,CA-2015-157434,5/4/2015,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
5861,CA-2016-101525,5/4/2016,Second Class,Consumer,United States,Little Rock,Arkansas,72209,South
5864,US-2014-117968,8/7/2014,Second Class,Corporate,United States,Meriden,Connecticut,6450,East
5867,CA-2016-158211,1/8/2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East
5869,CA-2016-152247,11/12/2016,Standard Class,Home Office,United States,Cheyenne,Wyoming,82001,West
5870,CA-2016-128223,6/14/2016,Same Day,Corporate,United States,Anaheim,California,92804,West
5871,CA-2016-154235,9/28/2016,Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central
5872,CA-2017-129910,4/3/2017,Standard Class,Home Office,United States,Columbus,Georgia,31907,South
5873,CA-2017-133095,6/4/2017,Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South
5875,CA-2015-130554,4/9/2015,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East
5876,CA-2014-152443,5/26/2014,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East
5879,CA-2016-133319,9/11/2016,Standard Class,Consumer,United States,New York City,New York,10011,East
5880,CA-2016-133935,9/22/2016,Standard Class,Corporate,United States,San Diego,California,92105,West
5883,CA-2016-136301,3/15/2016,Second Class,Corporate,United States,San Francisco,California,94109,West
5885,US-2014-109456,10/17/2014,Same Day,Consumer,United States,San Francisco,California,94110,West
5887,CA-2017-151596,10/11/2017,First Class,Corporate,United States,Cranston,Rhode Island,2920,East
5888,CA-2015-147879,5/12/2015,Standard Class,Consumer,United States,Owensboro,Kentucky,42301,South
5889,CA-2016-166625,4/17/2016,First Class,Consumer,United States,Baltimore,Maryland,21215,East
5890,CA-2016-146157,11/26/2016,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central
5893,CA-2017-159954,9/14/2017,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South
5894,CA-2017-100825,9/14/2017,Standard Class,Corporate,United States,Los Angeles,California,90036,West
5895,CA-2014-168305,11/8/2014,Standard Class,Home Office,United States,Los Angeles,California,90049,West
5897,CA-2016-167682,4/9/2016,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central
5899,CA-2017-108000,1/16/2017,Standard Class,Corporate,United States,San Francisco,California,94110,West
5900,CA-2015-146465,11/24/2015,Standard Class,Home Office,United States,San Francisco,California,94122,West
5901,CA-2016-159639,12/2/2016,Standard Class,Corporate,United States,Westfield,New Jersey,7090,East
5902,US-2017-153948,11/6/2017,Same Day,Home Office,United States,San Francisco,California,94122,West
5907,US-2016-113985,12/7/2016,Standard Class,Corporate,United States,San Jose,California,95123,West
5911,CA-2016-155383,12/22/2016,Standard Class,Home Office,United States,Seattle,Washington,98115,West
5912,CA-2014-120432,8/26/2014,Second Class,Corporate,United States,Owensboro,Kentucky,42301,South
5913,US-2015-126977,9/23/2015,Standard Class,Consumer,United States,New York City,New York,10035,East
5923,CA-2016-130288,11/30/2016,Second Class,Corporate,United States,New York City,New York,10011,East
5924,CA-2017-146458,11/22/2017,Second Class,Consumer,United States,Springfield,Virginia,22153,South
5925,CA-2017-150420,6/8/2017,Standard Class,Corporate,United States,Bellingham,Washington,98226,West
5926,US-2014-118997,4/12/2014,Standard Class,Corporate,United States,Decatur,Alabama,35601,South
5927,CA-2014-114314,10/15/2014,Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South
5929,US-2017-169551,7/9/2017,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
5935,CA-2016-103107,7/4/2016,Same Day,Home Office,United States,Seattle,Washington,98103,West
5938,CA-2017-122077,5/25/2017,Standard Class,Consumer,United States,Plano,Texas,75023,Central
5940,CA-2017-112431,10/14/2017,Second Class,Consumer,United States,Los Angeles,California,90049,West
5942,CA-2016-151092,8/13/2016,Standard Class,Consumer,United States,Los Angeles,California,90032,West
5943,CA-2014-104178,8/29/2014,Standard Class,Corporate,United States,Los Angeles,California,90036,West
5947,CA-2015-115924,9/18/2015,Second Class,Home Office,United States,Des Moines,Iowa,50315,Central
5948,CA-2017-161046,3/5/2017,Same Day,Corporate,United States,Southaven,Mississippi,38671,South
5952,US-2017-141698,4/21/2017,Standard Class,Home Office,United States,Houston,Texas,77041,Central
5953,US-2014-105151,3/31/2014,First Class,Corporate,United States,New York City,New York,10009,East
5954,CA-2014-155796,11/15/2014,Second Class,Corporate,United States,Reading,Pennsylvania,19601,East
5956,CA-2016-127138,3/15/2016,Second Class,Corporate,United States,San Francisco,California,94109,West
5960,CA-2017-150602,2/14/2017,Second Class,Corporate,United States,Los Angeles,California,90045,West
5961,CA-2014-140732,11/13/2014,Second Class,Home Office,United States,Los Angeles,California,90004,West
5964,CA-2017-119011,8/25/2017,Standard Class,Corporate,United States,San Francisco,California,94109,West
5967,CA-2016-166912,1/17/2016,First Class,Home Office,United States,New York City,New York,10009,East
5968,CA-2014-141726,7/22/2014,First Class,Consumer,United States,San Diego,California,92105,West
5972,CA-2017-115105,2/11/2017,Standard Class,Consumer,United States,New York City,New York,10024,East
5973,CA-2015-143980,12/29/2015,Standard Class,Home Office,United States,New York City,New York,10011,East
5974,CA-2016-135636,10/13/2016,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South
5975,CA-2017-102155,7/17/2017,Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central
5977,CA-2017-116953,4/25/2017,First Class,Consumer,United States,Mesa,Arizona,85204,West
5978,CA-2014-117765,9/13/2014,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central
5982,CA-2016-114895,11/28/2016,Standard Class,Consumer,United States,New York City,New York,10035,East
5983,CA-2017-112984,9/18/2017,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
5984,CA-2016-163776,7/25/2016,Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South
5990,US-2017-163300,9/21/2017,Standard Class,Consumer,United States,Los Angeles,California,90049,West
5993,CA-2016-162187,12/11/2016,Same Day,Corporate,United States,Columbus,Ohio,43229,East
5998,US-2014-112991,12/14/2014,Standard Class,Corporate,United States,Caldwell,Idaho,83605,West
6001,CA-2014-124079,12/17/2014,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West
6003,US-2017-146878,9/27/2017,Standard Class,Consumer,United States,Miami,Florida,33142,South
6004,CA-2017-107244,9/11/2017,Standard Class,Consumer,United States,Los Angeles,California,90004,West
6005,CA-2015-100657,11/7/2015,Standard Class,Consumer,United States,Troy,New York,12180,East
6006,CA-2017-129581,12/18/2017,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East
6007,CA-2017-129028,4/3/2017,First Class,Corporate,United States,Florence,South Carolina,29501,South
6008,CA-2015-135580,1/3/2016,Standard Class,Consumer,United States,Los Angeles,California,90049,West
6013,CA-2016-159016,3/11/2016,First Class,Home Office,United States,Los Angeles,California,90008,West
6015,CA-2014-102652,4/12/2014,Standard Class,Corporate,United States,Los Angeles,California,90049,West
6019,CA-2014-152422,10/10/2014,Second Class,Consumer,United States,Columbus,Ohio,43229,East
6020,US-2016-156692,8/13/2016,Same Day,Consumer,United States,Kenner,Louisiana,70065,South
6022,CA-2014-130869,11/21/2014,Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central
6023,US-2017-128832,4/27/2017,First Class,Corporate,United States,Providence,Rhode Island,2908,East
6024,CA-2017-139717,8/26/2017,Second Class,Consumer,United States,Lancaster,Ohio,43130,East
6026,CA-2017-136007,3/2/2017,Standard Class,Corporate,United States,Seattle,Washington,98115,West
6028,CA-2016-157364,11/21/2016,First Class,Consumer,United States,Jacksonville,North Carolina,28540,South
6029,US-2016-112970,11/15/2016,First Class,Consumer,United States,Los Angeles,California,90049,West
6030,US-2017-152492,7/6/2017,Same Day,Consumer,United States,Miami,Florida,33142,South
6031,CA-2016-101168,1/1/2017,Standard Class,Corporate,United States,Nashua,New Hampshire,3060,East
6032,CA-2017-104010,4/25/2017,First Class,Consumer,United States,New York City,New York,10011,East
6033,CA-2015-130253,12/18/2015,Standard Class,Home Office,United States,Los Angeles,California,90036,West
6034,US-2015-155369,4/25/2015,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central
6036,CA-2016-131205,9/8/2016,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South
6040,CA-2017-122364,9/29/2017,Standard Class,Corporate,United States,Los Angeles,California,90008,West
6042,CA-2016-117912,2/8/2016,Standard Class,Consumer,United States,Sierra Vista,Arizona,85635,West
6043,CA-2017-145702,5/24/2017,Second Class,Corporate,United States,Knoxville,Tennessee,37918,South
6045,CA-2015-113215,9/8/2015,Standard Class,Corporate,United States,Tucson,Arizona,85705,West
6046,CA-2016-154662,6/16/2016,Standard Class,Home Office,United States,Minneapolis,Minnesota,55407,Central
6047,CA-2015-105571,11/11/2015,Standard Class,Corporate,United States,Miami,Florida,33142,South
6049,CA-2016-152765,6/18/2016,First Class,Consumer,United States,Houston,Texas,77036,Central
6050,CA-2015-153878,4/30/2015,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central
6052,CA-2016-124016,9/26/2016,Second Class,Home Office,United States,Lancaster,Ohio,43130,East
6055,CA-2016-113551,8/20/2016,First Class,Consumer,United States,Edinburg,Texas,78539,Central
6057,CA-2014-107524,3/8/2014,Standard Class,Home Office,United States,New York City,New York,10009,East
6059,CA-2014-138072,1/3/2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
6060,CA-2015-134201,4/16/2015,Standard Class,Home Office,United States,Rochester,New York,14609,East
6062,CA-2015-111780,12/30/2015,Second Class,Consumer,United States,San Diego,California,92037,West
6065,CA-2015-119942,4/7/2015,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
6066,CA-2015-151547,1/23/2015,Standard Class,Consumer,United States,Bartlett,Tennessee,38134,South
6067,CA-2017-166695,5/24/2017,Standard Class,Home Office,United States,Lakewood,California,90712,West
6070,CA-2017-167542,8/20/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East
6071,CA-2015-120901,1/4/2016,Standard Class,Consumer,United States,Austin,Texas,78745,Central
6074,CA-2017-121398,12/29/2017,Standard Class,Corporate,United States,Los Angeles,California,90008,West
6076,CA-2016-151561,9/7/2016,Standard Class,Consumer,United States,New York City,New York,10011,East
6080,CA-2017-154676,8/8/2017,First Class,Home Office,United States,Houston,Texas,77070,Central
6081,US-2014-165589,2/18/2014,Same Day,Consumer,United States,Lubbock,Texas,79424,Central
6082,US-2016-132577,11/27/2016,Standard Class,Consumer,United States,Houston,Texas,77095,Central
6087,CA-2015-114048,12/18/2015,Standard Class,Consumer,United States,Costa Mesa,California,92627,West
6088,CA-2015-137281,6/17/2015,Standard Class,Corporate,United States,Roswell,Georgia,30076,South
6089,US-2017-162068,12/31/2017,Second Class,Corporate,United States,Loveland,Colorado,80538,West
6090,CA-2017-100111,9/26/2017,Standard Class,Consumer,United States,New York City,New York,10035,East
6104,US-2017-132381,8/24/2017,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
